town,state,sentiment_score,number_of_posts,satisfaction_score,star_fill,x,y,score_valid
Spring Creek, PA,0.226821154,1352,2.9,100,1,1,1
Spring Creek, PA,0.226821154,1352,2.9,100,2,1,1
Spring Creek, PA,0.226821154,1352,2.9,89.99999999999999,3,1,1
Spring Creek, PA,0.226821154,1352,2.9,0,4,1,1
Spring Creek, PA,0.226821154,1352,2.9,0,5,1,1
Robesonia, PA,0.214920667,300,2.9,100,1,1,1
Robesonia, PA,0.214920667,300,2.9,100,2,1,1
Robesonia, PA,0.214920667,300,2.9,89.99999999999999,3,1,1
Robesonia, PA,0.214920667,300,2.9,0,4,1,1
Robesonia, PA,0.214920667,300,2.9,0,5,1,1
Turtle Creek, PA,0.277282182,550,3.1,100,1,1,1
Turtle Creek, PA,0.277282182,550,3.1,100,2,1,1
Turtle Creek, PA,0.277282182,550,3.1,100,3,1,1
Turtle Creek, PA,0.277282182,550,3.1,10.000000000000009,4,1,1
Turtle Creek, PA,0.277282182,550,3.1,0,5,1,1
Scarborough, ME,0.422911257,1066,3.4,100,1,1,1
Scarborough, ME,0.422911257,1066,3.4,100,2,1,1
Scarborough, ME,0.422911257,1066,3.4,100,3,1,1
Scarborough, ME,0.422911257,1066,3.4,39.99999999999999,4,1,1
Scarborough, ME,0.422911257,1066,3.4,0,5,1,1
Eighty Four, PA,0.226044974,1552,2.9,100,1,1,1
Eighty Four, PA,0.226044974,1552,2.9,100,2,1,1
Eighty Four, PA,0.226044974,1552,2.9,89.99999999999999,3,1,1
Eighty Four, PA,0.226044974,1552,2.9,0,4,1,1
Eighty Four, PA,0.226044974,1552,2.9,0,5,1,1
Carmel, NY,-0.034357895,38,2.4,100,1,1,1
Carmel, NY,-0.034357895,38,2.4,100,2,1,1
Carmel, NY,-0.034357895,38,2.4,39.99999999999999,3,1,1
Carmel, NY,-0.034357895,38,2.4,0,4,1,1
Carmel, NY,-0.034357895,38,2.4,0,5,1,1
Leaf River, IL,0.011028571,7,2.5,100,1,1,1
Leaf River, IL,0.011028571,7,2.5,100,2,1,1
Leaf River, IL,0.011028571,7,2.5,50.0,3,1,1
Leaf River, IL,0.011028571,7,2.5,0,4,1,1
Leaf River, IL,0.011028571,7,2.5,0,5,1,1
Simi Valley, CA,0.31967619,168,3.2,100,1,1,1
Simi Valley, CA,0.31967619,168,3.2,100,2,1,1
Simi Valley, CA,0.31967619,168,3.2,100,3,1,1
Simi Valley, CA,0.31967619,168,3.2,20.000000000000018,4,1,1
Simi Valley, CA,0.31967619,168,3.2,0,5,1,1
Leesburg, VA,0.296286845,7731,3.1,100,1,1,1
Leesburg, VA,0.296286845,7731,3.1,100,2,1,1
Leesburg, VA,0.296286845,7731,3.1,100,3,1,1
Leesburg, VA,0.296286845,7731,3.1,10.000000000000009,4,1,1
Leesburg, VA,0.296286845,7731,3.1,0,5,1,1
Wichita Falls, TX,0.294257002,21847,3.1,100,1,1,1
Wichita Falls, TX,0.294257002,21847,3.1,100,2,1,1
Wichita Falls, TX,0.294257002,21847,3.1,100,3,1,1
Wichita Falls, TX,0.294257002,21847,3.1,10.000000000000009,4,1,1
Wichita Falls, TX,0.294257002,21847,3.1,0,5,1,1
Eminence, KY,0.126029907,107,2.7,100,1,1,1
Eminence, KY,0.126029907,107,2.7,100,2,1,1
Eminence, KY,0.126029907,107,2.7,70.00000000000001,3,1,1
Eminence, KY,0.126029907,107,2.7,0,4,1,1
Eminence, KY,0.126029907,107,2.7,0,5,1,1
Pelican Rapids, MN,0.257084874,357,3.0,100,1,1,1
Pelican Rapids, MN,0.257084874,357,3.0,100,2,1,1
Pelican Rapids, MN,0.257084874,357,3.0,100,3,1,1
Pelican Rapids, MN,0.257084874,357,3.0,0.0,4,1,1
Pelican Rapids, MN,0.257084874,357,3.0,0,5,1,1
Honeyville, UT,0.1262,13,2.7,100,1,1,1
Honeyville, UT,0.1262,13,2.7,100,2,1,1
Honeyville, UT,0.1262,13,2.7,70.00000000000001,3,1,1
Honeyville, UT,0.1262,13,2.7,0,4,1,1
Honeyville, UT,0.1262,13,2.7,0,5,1,1
Jonesville, SC,0.118486885,305,2.7,100,1,1,1
Jonesville, SC,0.118486885,305,2.7,100,2,1,1
Jonesville, SC,0.118486885,305,2.7,70.00000000000001,3,1,1
Jonesville, SC,0.118486885,305,2.7,0,4,1,1
Jonesville, SC,0.118486885,305,2.7,0,5,1,1
Satsuma, AL,0.204366882,2008,2.9,100,1,1,1
Satsuma, AL,0.204366882,2008,2.9,100,2,1,1
Satsuma, AL,0.204366882,2008,2.9,89.99999999999999,3,1,1
Satsuma, AL,0.204366882,2008,2.9,0,4,1,1
Satsuma, AL,0.204366882,2008,2.9,0,5,1,1
Grapevine, TX,0.584258273,834,3.7,100,1,1,1
Grapevine, TX,0.584258273,834,3.7,100,2,1,1
Grapevine, TX,0.584258273,834,3.7,100,3,1,1
Grapevine, TX,0.584258273,834,3.7,70.00000000000001,4,1,1
Grapevine, TX,0.584258273,834,3.7,0,5,1,1
Tampa, FL,0.226074183,2785,2.9,100,1,1,1
Tampa, FL,0.226074183,2785,2.9,100,2,1,1
Tampa, FL,0.226074183,2785,2.9,89.99999999999999,3,1,1
Tampa, FL,0.226074183,2785,2.9,0,4,1,1
Tampa, FL,0.226074183,2785,2.9,0,5,1,1
New Eagle, PA,0.134405556,108,2.7,100,1,1,1
New Eagle, PA,0.134405556,108,2.7,100,2,1,1
New Eagle, PA,0.134405556,108,2.7,70.00000000000001,3,1,1
New Eagle, PA,0.134405556,108,2.7,0,4,1,1
New Eagle, PA,0.134405556,108,2.7,0,5,1,1
East Stroudsburg, PA,0.275225874,3861,3.1,100,1,1,1
East Stroudsburg, PA,0.275225874,3861,3.1,100,2,1,1
East Stroudsburg, PA,0.275225874,3861,3.1,100,3,1,1
East Stroudsburg, PA,0.275225874,3861,3.1,10.000000000000009,4,1,1
East Stroudsburg, PA,0.275225874,3861,3.1,0,5,1,1
Lewisburg, PA,0.23855904,8086,3.0,100,1,1,1
Lewisburg, PA,0.23855904,8086,3.0,100,2,1,1
Lewisburg, PA,0.23855904,8086,3.0,100,3,1,1
Lewisburg, PA,0.23855904,8086,3.0,0.0,4,1,1
Lewisburg, PA,0.23855904,8086,3.0,0,5,1,1
Silver Spring, MD,0.297883718,2168,3.1,100,1,1,1
Silver Spring, MD,0.297883718,2168,3.1,100,2,1,1
Silver Spring, MD,0.297883718,2168,3.1,100,3,1,1
Silver Spring, MD,0.297883718,2168,3.1,10.000000000000009,4,1,1
Silver Spring, MD,0.297883718,2168,3.1,0,5,1,1
Garner, NC,0.249593564,606,3.0,100,1,1,1
Garner, NC,0.249593564,606,3.0,100,2,1,1
Garner, NC,0.249593564,606,3.0,100,3,1,1
Garner, NC,0.249593564,606,3.0,0.0,4,1,1
Garner, NC,0.249593564,606,3.0,0,5,1,1
Lincolnwood, IL,0.360488934,732,3.2,100,1,1,1
Lincolnwood, IL,0.360488934,732,3.2,100,2,1,1
Lincolnwood, IL,0.360488934,732,3.2,100,3,1,1
Lincolnwood, IL,0.360488934,732,3.2,20.000000000000018,4,1,1
Lincolnwood, IL,0.360488934,732,3.2,0,5,1,1
Lake Crystal, MN,0,4,2.4,100,1,1,1
Lake Crystal, MN,0,4,2.4,100,2,1,1
Lake Crystal, MN,0,4,2.4,39.99999999999999,3,1,1
Lake Crystal, MN,0,4,2.4,0,4,1,1
Lake Crystal, MN,0,4,2.4,0,5,1,1
Brooten, MN,n/a,0,0,0,1,1,0
Brooten, MN,n/a,0,0,0,2,1,0
Brooten, MN,n/a,0,0,0,3,1,0
Brooten, MN,n/a,0,0,0,4,1,0
Brooten, MN,n/a,0,0,0,5,1,0
St. George, UT,0.23085,100,3.0,100,1,1,1
St. George, UT,0.23085,100,3.0,100,2,1,1
St. George, UT,0.23085,100,3.0,100,3,1,1
St. George, UT,0.23085,100,3.0,0.0,4,1,1
St. George, UT,0.23085,100,3.0,0,5,1,1
West Jordan, UT,0.317634383,8701,3.1,100,1,1,1
West Jordan, UT,0.317634383,8701,3.1,100,2,1,1
West Jordan, UT,0.317634383,8701,3.1,100,3,1,1
West Jordan, UT,0.317634383,8701,3.1,10.000000000000009,4,1,1
West Jordan, UT,0.317634383,8701,3.1,0,5,1,1
Webberville, TX,n/a,0,0,0,1,1,0
Webberville, TX,n/a,0,0,0,2,1,0
Webberville, TX,n/a,0,0,0,3,1,0
Webberville, TX,n/a,0,0,0,4,1,0
Webberville, TX,n/a,0,0,0,5,1,0
Montara, CA,0.129374074,270,2.7,100,1,1,1
Montara, CA,0.129374074,270,2.7,100,2,1,1
Montara, CA,0.129374074,270,2.7,70.00000000000001,3,1,1
Montara, CA,0.129374074,270,2.7,0,4,1,1
Montara, CA,0.129374074,270,2.7,0,5,1,1
Salisbury, MD,0,1,2.4,100,1,1,1
Salisbury, MD,0,1,2.4,100,2,1,1
Salisbury, MD,0,1,2.4,39.99999999999999,3,1,1
Salisbury, MD,0,1,2.4,0,4,1,1
Salisbury, MD,0,1,2.4,0,5,1,1
Satellite Beach, FL,0.1683375,624,2.8,100,1,1,1
Satellite Beach, FL,0.1683375,624,2.8,100,2,1,1
Satellite Beach, FL,0.1683375,624,2.8,79.99999999999999,3,1,1
Satellite Beach, FL,0.1683375,624,2.8,0,4,1,1
Satellite Beach, FL,0.1683375,624,2.8,0,5,1,1
Stanton, TX,0.132969565,46,2.7,100,1,1,1
Stanton, TX,0.132969565,46,2.7,100,2,1,1
Stanton, TX,0.132969565,46,2.7,70.00000000000001,3,1,1
Stanton, TX,0.132969565,46,2.7,0,4,1,1
Stanton, TX,0.132969565,46,2.7,0,5,1,1
Mauldin, SC,0.347877127,2833,3.2,100,1,1,1
Mauldin, SC,0.347877127,2833,3.2,100,2,1,1
Mauldin, SC,0.347877127,2833,3.2,100,3,1,1
Mauldin, SC,0.347877127,2833,3.2,20.000000000000018,4,1,1
Mauldin, SC,0.347877127,2833,3.2,0,5,1,1
Oxford, AL,0.259950694,7636,3.0,100,1,1,1
Oxford, AL,0.259950694,7636,3.0,100,2,1,1
Oxford, AL,0.259950694,7636,3.0,100,3,1,1
Oxford, AL,0.259950694,7636,3.0,0.0,4,1,1
Oxford, AL,0.259950694,7636,3.0,0,5,1,1
Shelton, NE,0.341958889,90,3.2,100,1,1,1
Shelton, NE,0.341958889,90,3.2,100,2,1,1
Shelton, NE,0.341958889,90,3.2,100,3,1,1
Shelton, NE,0.341958889,90,3.2,20.000000000000018,4,1,1
Shelton, NE,0.341958889,90,3.2,0,5,1,1
Bradford, AR,n/a,0,0,0,1,1,0
Bradford, AR,n/a,0,0,0,2,1,0
Bradford, AR,n/a,0,0,0,3,1,0
Bradford, AR,n/a,0,0,0,4,1,0
Bradford, AR,n/a,0,0,0,5,1,0
Miami, FL,0.23741957,2698,3.0,100,1,1,1
Miami, FL,0.23741957,2698,3.0,100,2,1,1
Miami, FL,0.23741957,2698,3.0,100,3,1,1
Miami, FL,0.23741957,2698,3.0,0.0,4,1,1
Miami, FL,0.23741957,2698,3.0,0,5,1,1
Beach Lake, PA,0.527175,16,3.6,100,1,1,1
Beach Lake, PA,0.527175,16,3.6,100,2,1,1
Beach Lake, PA,0.527175,16,3.6,100,3,1,1
Beach Lake, PA,0.527175,16,3.6,60.00000000000001,4,1,1
Beach Lake, PA,0.527175,16,3.6,0,5,1,1
Bernville, PA,0.202777019,1288,2.9,100,1,1,1
Bernville, PA,0.202777019,1288,2.9,100,2,1,1
Bernville, PA,0.202777019,1288,2.9,89.99999999999999,3,1,1
Bernville, PA,0.202777019,1288,2.9,0,4,1,1
Bernville, PA,0.202777019,1288,2.9,0,5,1,1
Enid, OK,0.038334667,600,2.5,100,1,1,1
Enid, OK,0.038334667,600,2.5,100,2,1,1
Enid, OK,0.038334667,600,2.5,50.0,3,1,1
Enid, OK,0.038334667,600,2.5,0,4,1,1
Enid, OK,0.038334667,600,2.5,0,5,1,1
Cleona, PA,0.368077778,108,3.3,100,1,1,1
Cleona, PA,0.368077778,108,3.3,100,2,1,1
Cleona, PA,0.368077778,108,3.3,100,3,1,1
Cleona, PA,0.368077778,108,3.3,29.999999999999982,4,1,1
Cleona, PA,0.368077778,108,3.3,0,5,1,1
Devon, PA,0.402354712,382,3.3,100,1,1,1
Devon, PA,0.402354712,382,3.3,100,2,1,1
Devon, PA,0.402354712,382,3.3,100,3,1,1
Devon, PA,0.402354712,382,3.3,29.999999999999982,4,1,1
Devon, PA,0.402354712,382,3.3,0,5,1,1
Hyde Park, PA,0.297847368,1178,3.1,100,1,1,1
Hyde Park, PA,0.297847368,1178,3.1,100,2,1,1
Hyde Park, PA,0.297847368,1178,3.1,100,3,1,1
Hyde Park, PA,0.297847368,1178,3.1,10.000000000000009,4,1,1
Hyde Park, PA,0.297847368,1178,3.1,0,5,1,1
Little Britain, PA,n/a,0,0,0,1,1,0
Little Britain, PA,n/a,0,0,0,2,1,0
Little Britain, PA,n/a,0,0,0,3,1,0
Little Britain, PA,n/a,0,0,0,4,1,0
Little Britain, PA,n/a,0,0,0,5,1,0
Carnegie, PA,0.282903687,1546,3.1,100,1,1,1
Carnegie, PA,0.282903687,1546,3.1,100,2,1,1
Carnegie, PA,0.282903687,1546,3.1,100,3,1,1
Carnegie, PA,0.282903687,1546,3.1,10.000000000000009,4,1,1
Carnegie, PA,0.282903687,1546,3.1,0,5,1,1
Shelbyville, TN,0.073266667,63,2.6,100,1,1,1
Shelbyville, TN,0.073266667,63,2.6,100,2,1,1
Shelbyville, TN,0.073266667,63,2.6,60.00000000000001,3,1,1
Shelbyville, TN,0.073266667,63,2.6,0,4,1,1
Shelbyville, TN,0.073266667,63,2.6,0,5,1,1
Hawley, PA,0.225971429,350,2.9,100,1,1,1
Hawley, PA,0.225971429,350,2.9,100,2,1,1
Hawley, PA,0.225971429,350,2.9,89.99999999999999,3,1,1
Hawley, PA,0.225971429,350,2.9,0,4,1,1
Hawley, PA,0.225971429,350,2.9,0,5,1,1
Jacksonville, FL,0.308081475,3077,3.1,100,1,1,1
Jacksonville, FL,0.308081475,3077,3.1,100,2,1,1
Jacksonville, FL,0.308081475,3077,3.1,100,3,1,1
Jacksonville, FL,0.308081475,3077,3.1,10.000000000000009,4,1,1
Jacksonville, FL,0.308081475,3077,3.1,0,5,1,1
Fayetteville, NY,0.345985928,2601,3.2,100,1,1,1
Fayetteville, NY,0.345985928,2601,3.2,100,2,1,1
Fayetteville, NY,0.345985928,2601,3.2,100,3,1,1
Fayetteville, NY,0.345985928,2601,3.2,20.000000000000018,4,1,1
Fayetteville, NY,0.345985928,2601,3.2,0,5,1,1
Garden Prairie, IL,0.474523529,34,3.5,100,1,1,1
Garden Prairie, IL,0.474523529,34,3.5,100,2,1,1
Garden Prairie, IL,0.474523529,34,3.5,100,3,1,1
Garden Prairie, IL,0.474523529,34,3.5,50.0,4,1,1
Garden Prairie, IL,0.474523529,34,3.5,0,5,1,1
Hometown, IL,0.308743529,85,3.1,100,1,1,1
Hometown, IL,0.308743529,85,3.1,100,2,1,1
Hometown, IL,0.308743529,85,3.1,100,3,1,1
Hometown, IL,0.308743529,85,3.1,10.000000000000009,4,1,1
Hometown, IL,0.308743529,85,3.1,0,5,1,1
Glendale, CA,0.2299077,2000,2.9,100,1,1,1
Glendale, CA,0.2299077,2000,2.9,100,2,1,1
Glendale, CA,0.2299077,2000,2.9,89.99999999999999,3,1,1
Glendale, CA,0.2299077,2000,2.9,0,4,1,1
Glendale, CA,0.2299077,2000,2.9,0,5,1,1
Winona, MN,0.265725316,632,3.0,100,1,1,1
Winona, MN,0.265725316,632,3.0,100,2,1,1
Winona, MN,0.265725316,632,3.0,100,3,1,1
Winona, MN,0.265725316,632,3.0,0.0,4,1,1
Winona, MN,0.265725316,632,3.0,0,5,1,1
Fresno, CA,0.187517045,1672,2.9,100,1,1,1
Fresno, CA,0.187517045,1672,2.9,100,2,1,1
Fresno, CA,0.187517045,1672,2.9,89.99999999999999,3,1,1
Fresno, CA,0.187517045,1672,2.9,0,4,1,1
Fresno, CA,0.187517045,1672,2.9,0,5,1,1
Savannah, GA,0.285010919,141412,3.1,100,1,1,1
Savannah, GA,0.285010919,141412,3.1,100,2,1,1
Savannah, GA,0.285010919,141412,3.1,100,3,1,1
Savannah, GA,0.285010919,141412,3.1,10.000000000000009,4,1,1
Savannah, GA,0.285010919,141412,3.1,0,5,1,1
Lake Lynn, PA,0,10,2.4,100,1,1,1
Lake Lynn, PA,0,10,2.4,100,2,1,1
Lake Lynn, PA,0,10,2.4,39.99999999999999,3,1,1
Lake Lynn, PA,0,10,2.4,0,4,1,1
Lake Lynn, PA,0,10,2.4,0,5,1,1
Waterford, PA,0.358616362,1858,3.2,100,1,1,1
Waterford, PA,0.358616362,1858,3.2,100,2,1,1
Waterford, PA,0.358616362,1858,3.2,100,3,1,1
Waterford, PA,0.358616362,1858,3.2,20.000000000000018,4,1,1
Waterford, PA,0.358616362,1858,3.2,0,5,1,1
Vandergrift, PA,0.510818137,408,3.6,100,1,1,1
Vandergrift, PA,0.510818137,408,3.6,100,2,1,1
Vandergrift, PA,0.510818137,408,3.6,100,3,1,1
Vandergrift, PA,0.510818137,408,3.6,60.00000000000001,4,1,1
Vandergrift, PA,0.510818137,408,3.6,0,5,1,1
Stafford Springs, CT,0.218717143,35,2.9,100,1,1,1
Stafford Springs, CT,0.218717143,35,2.9,100,2,1,1
Stafford Springs, CT,0.218717143,35,2.9,89.99999999999999,3,1,1
Stafford Springs, CT,0.218717143,35,2.9,0,4,1,1
Stafford Springs, CT,0.218717143,35,2.9,0,5,1,1
Missouri City, TX,0.186767049,610,2.9,100,1,1,1
Missouri City, TX,0.186767049,610,2.9,100,2,1,1
Missouri City, TX,0.186767049,610,2.9,89.99999999999999,3,1,1
Missouri City, TX,0.186767049,610,2.9,0,4,1,1
Missouri City, TX,0.186767049,610,2.9,0,5,1,1
Mankato, MN,0.338726404,6287,3.2,100,1,1,1
Mankato, MN,0.338726404,6287,3.2,100,2,1,1
Mankato, MN,0.338726404,6287,3.2,100,3,1,1
Mankato, MN,0.338726404,6287,3.2,20.000000000000018,4,1,1
Mankato, MN,0.338726404,6287,3.2,0,5,1,1
Azle, TX,0.286163415,82,3.1,100,1,1,1
Azle, TX,0.286163415,82,3.1,100,2,1,1
Azle, TX,0.286163415,82,3.1,100,3,1,1
Azle, TX,0.286163415,82,3.1,10.000000000000009,4,1,1
Azle, TX,0.286163415,82,3.1,0,5,1,1
Chesterfield, MO,0.30422566,7389,3.1,100,1,1,1
Chesterfield, MO,0.30422566,7389,3.1,100,2,1,1
Chesterfield, MO,0.30422566,7389,3.1,100,3,1,1
Chesterfield, MO,0.30422566,7389,3.1,10.000000000000009,4,1,1
Chesterfield, MO,0.30422566,7389,3.1,0,5,1,1
Hillsboro, OR,0.144738983,177,2.8,100,1,1,1
Hillsboro, OR,0.144738983,177,2.8,100,2,1,1
Hillsboro, OR,0.144738983,177,2.8,79.99999999999999,3,1,1
Hillsboro, OR,0.144738983,177,2.8,0,4,1,1
Hillsboro, OR,0.144738983,177,2.8,0,5,1,1
Paola, KS,0.213597638,2117,2.9,100,1,1,1
Paola, KS,0.213597638,2117,2.9,100,2,1,1
Paola, KS,0.213597638,2117,2.9,89.99999999999999,3,1,1
Paola, KS,0.213597638,2117,2.9,0,4,1,1
Paola, KS,0.213597638,2117,2.9,0,5,1,1
Valley Center, KS,0.197339444,1402,2.9,100,1,1,1
Valley Center, KS,0.197339444,1402,2.9,100,2,1,1
Valley Center, KS,0.197339444,1402,2.9,89.99999999999999,3,1,1
Valley Center, KS,0.197339444,1402,2.9,0,4,1,1
Valley Center, KS,0.197339444,1402,2.9,0,5,1,1
Cold Spring, KY,0.225758515,229,2.9,100,1,1,1
Cold Spring, KY,0.225758515,229,2.9,100,2,1,1
Cold Spring, KY,0.225758515,229,2.9,89.99999999999999,3,1,1
Cold Spring, KY,0.225758515,229,2.9,0,4,1,1
Cold Spring, KY,0.225758515,229,2.9,0,5,1,1
Fairbanks, AK,0.2801965,14145,3.1,100,1,1,1
Fairbanks, AK,0.2801965,14145,3.1,100,2,1,1
Fairbanks, AK,0.2801965,14145,3.1,100,3,1,1
Fairbanks, AK,0.2801965,14145,3.1,10.000000000000009,4,1,1
Fairbanks, AK,0.2801965,14145,3.1,0,5,1,1
Reynoldsburg, OH,0.099073913,23,2.7,100,1,1,1
Reynoldsburg, OH,0.099073913,23,2.7,100,2,1,1
Reynoldsburg, OH,0.099073913,23,2.7,70.00000000000001,3,1,1
Reynoldsburg, OH,0.099073913,23,2.7,0,4,1,1
Reynoldsburg, OH,0.099073913,23,2.7,0,5,1,1
Starr, SC,0.179965248,141,2.8,100,1,1,1
Starr, SC,0.179965248,141,2.8,100,2,1,1
Starr, SC,0.179965248,141,2.8,79.99999999999999,3,1,1
Starr, SC,0.179965248,141,2.8,0,4,1,1
Starr, SC,0.179965248,141,2.8,0,5,1,1
Elkins, AR,0.263002305,1041,3.0,100,1,1,1
Elkins, AR,0.263002305,1041,3.0,100,2,1,1
Elkins, AR,0.263002305,1041,3.0,100,3,1,1
Elkins, AR,0.263002305,1041,3.0,0.0,4,1,1
Elkins, AR,0.263002305,1041,3.0,0,5,1,1
Fitzpatrick, AL,n/a,0,0,0,1,1,0
Fitzpatrick, AL,n/a,0,0,0,2,1,0
Fitzpatrick, AL,n/a,0,0,0,3,1,0
Fitzpatrick, AL,n/a,0,0,0,4,1,0
Fitzpatrick, AL,n/a,0,0,0,5,1,0
De Soto, MO,0.286205286,908,3.1,100,1,1,1
De Soto, MO,0.286205286,908,3.1,100,2,1,1
De Soto, MO,0.286205286,908,3.1,100,3,1,1
De Soto, MO,0.286205286,908,3.1,10.000000000000009,4,1,1
De Soto, MO,0.286205286,908,3.1,0,5,1,1
Livermore, CA,0.357309423,5646,3.2,100,1,1,1
Livermore, CA,0.357309423,5646,3.2,100,2,1,1
Livermore, CA,0.357309423,5646,3.2,100,3,1,1
Livermore, CA,0.357309423,5646,3.2,20.000000000000018,4,1,1
Livermore, CA,0.357309423,5646,3.2,0,5,1,1
Willamina, OR,n/a,0,0,0,1,1,0
Willamina, OR,n/a,0,0,0,2,1,0
Willamina, OR,n/a,0,0,0,3,1,0
Willamina, OR,n/a,0,0,0,4,1,0
Willamina, OR,n/a,0,0,0,5,1,0
Ashley, PA,n/a,0,0,0,1,1,0
Ashley, PA,n/a,0,0,0,2,1,0
Ashley, PA,n/a,0,0,0,3,1,0
Ashley, PA,n/a,0,0,0,4,1,0
Ashley, PA,n/a,0,0,0,5,1,0
Colmar, PA,0.2438491,1666,3.0,100,1,1,1
Colmar, PA,0.2438491,1666,3.0,100,2,1,1
Colmar, PA,0.2438491,1666,3.0,100,3,1,1
Colmar, PA,0.2438491,1666,3.0,0.0,4,1,1
Colmar, PA,0.2438491,1666,3.0,0,5,1,1
Monterey Park, CA,0.260431481,486,3.0,100,1,1,1
Monterey Park, CA,0.260431481,486,3.0,100,2,1,1
Monterey Park, CA,0.260431481,486,3.0,100,3,1,1
Monterey Park, CA,0.260431481,486,3.0,0.0,4,1,1
Monterey Park, CA,0.260431481,486,3.0,0,5,1,1
Millville, PA,0.22587,100,2.9,100,1,1,1
Millville, PA,0.22587,100,2.9,100,2,1,1
Millville, PA,0.22587,100,2.9,89.99999999999999,3,1,1
Millville, PA,0.22587,100,2.9,0,4,1,1
Millville, PA,0.22587,100,2.9,0,5,1,1
Minersville, PA,-0.01345283,106,2.4,100,1,1,1
Minersville, PA,-0.01345283,106,2.4,100,2,1,1
Minersville, PA,-0.01345283,106,2.4,39.99999999999999,3,1,1
Minersville, PA,-0.01345283,106,2.4,0,4,1,1
Minersville, PA,-0.01345283,106,2.4,0,5,1,1
Wexford, PA,0.344461718,2863,3.2,100,1,1,1
Wexford, PA,0.344461718,2863,3.2,100,2,1,1
Wexford, PA,0.344461718,2863,3.2,100,3,1,1
Wexford, PA,0.344461718,2863,3.2,20.000000000000018,4,1,1
Wexford, PA,0.344461718,2863,3.2,0,5,1,1
Dawson, PA,-0.187945455,22,2.0,100,1,1,1
Dawson, PA,-0.187945455,22,2.0,100,2,1,1
Dawson, PA,-0.187945455,22,2.0,0.0,3,1,1
Dawson, PA,-0.187945455,22,2.0,0,4,1,1
Dawson, PA,-0.187945455,22,2.0,0,5,1,1
Essex, IL,0.183997059,102,2.8,100,1,1,1
Essex, IL,0.183997059,102,2.8,100,2,1,1
Essex, IL,0.183997059,102,2.8,79.99999999999999,3,1,1
Essex, IL,0.183997059,102,2.8,0,4,1,1
Essex, IL,0.183997059,102,2.8,0,5,1,1
Galesburg, IL,0.177141981,212,2.8,100,1,1,1
Galesburg, IL,0.177141981,212,2.8,100,2,1,1
Galesburg, IL,0.177141981,212,2.8,79.99999999999999,3,1,1
Galesburg, IL,0.177141981,212,2.8,0,4,1,1
Galesburg, IL,0.177141981,212,2.8,0,5,1,1
Kirtland, OH,0.384172656,256,3.3,100,1,1,1
Kirtland, OH,0.384172656,256,3.3,100,2,1,1
Kirtland, OH,0.384172656,256,3.3,100,3,1,1
Kirtland, OH,0.384172656,256,3.3,29.999999999999982,4,1,1
Kirtland, OH,0.384172656,256,3.3,0,5,1,1
Brian Head, UT,n/a,0,0,0,1,1,0
Brian Head, UT,n/a,0,0,0,2,1,0
Brian Head, UT,n/a,0,0,0,3,1,0
Brian Head, UT,n/a,0,0,0,4,1,0
Brian Head, UT,n/a,0,0,0,5,1,0
Santa Barbara, CA,0.26246615,5028,3.0,100,1,1,1
Santa Barbara, CA,0.26246615,5028,3.0,100,2,1,1
Santa Barbara, CA,0.26246615,5028,3.0,100,3,1,1
Santa Barbara, CA,0.26246615,5028,3.0,0.0,4,1,1
Santa Barbara, CA,0.26246615,5028,3.0,0,5,1,1
Oskaloosa, KS,0.295091707,205,3.1,100,1,1,1
Oskaloosa, KS,0.295091707,205,3.1,100,2,1,1
Oskaloosa, KS,0.295091707,205,3.1,100,3,1,1
Oskaloosa, KS,0.295091707,205,3.1,10.000000000000009,4,1,1
Oskaloosa, KS,0.295091707,205,3.1,0,5,1,1
Princeton, KS,0.257805993,534,3.0,100,1,1,1
Princeton, KS,0.257805993,534,3.0,100,2,1,1
Princeton, KS,0.257805993,534,3.0,100,3,1,1
Princeton, KS,0.257805993,534,3.0,0.0,4,1,1
Princeton, KS,0.257805993,534,3.0,0,5,1,1
Willow Street, PA,0.241783146,89,3.0,100,1,1,1
Willow Street, PA,0.241783146,89,3.0,100,2,1,1
Willow Street, PA,0.241783146,89,3.0,100,3,1,1
Willow Street, PA,0.241783146,89,3.0,0.0,4,1,1
Willow Street, PA,0.241783146,89,3.0,0,5,1,1
Mahaffey, PA,n/a,0,0,0,1,1,0
Mahaffey, PA,n/a,0,0,0,2,1,0
Mahaffey, PA,n/a,0,0,0,3,1,0
Mahaffey, PA,n/a,0,0,0,4,1,0
Mahaffey, PA,n/a,0,0,0,5,1,0
Miltona, MN,-0.02,3,2.4,100,1,1,1
Miltona, MN,-0.02,3,2.4,100,2,1,1
Miltona, MN,-0.02,3,2.4,39.99999999999999,3,1,1
Miltona, MN,-0.02,3,2.4,0,4,1,1
Miltona, MN,-0.02,3,2.4,0,5,1,1
Hinckley, IL,0.180451852,27,2.8,100,1,1,1
Hinckley, IL,0.180451852,27,2.8,100,2,1,1
Hinckley, IL,0.180451852,27,2.8,79.99999999999999,3,1,1
Hinckley, IL,0.180451852,27,2.8,0,4,1,1
Hinckley, IL,0.180451852,27,2.8,0,5,1,1
Veyo, UT,0.255950505,99,3.0,100,1,1,1
Veyo, UT,0.255950505,99,3.0,100,2,1,1
Veyo, UT,0.255950505,99,3.0,100,3,1,1
Veyo, UT,0.255950505,99,3.0,0.0,4,1,1
Veyo, UT,0.255950505,99,3.0,0,5,1,1
